filepath,emotion,intensity,actor,gender
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-07-02-02-02-04.wav,disgust,strong,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-01-01-01-04.wav,surprised,normal,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-01-01-02-04.wav,surprised,normal,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-01-02-01-04.wav,surprised,normal,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-01-02-02-04.wav,surprised,normal,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-02-01-01-04.wav,surprised,strong,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-02-01-02-04.wav,surprised,strong,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-02-02-01-04.wav,surprised,strong,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_04\03-01-08-02-02-02-04.wav,surprised,strong,4,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-01-01-01-01-05.wav,neutral,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-01-01-01-02-05.wav,neutral,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-01-01-02-01-05.wav,neutral,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-01-01-02-02-05.wav,neutral,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-01-01-01-05.wav,calm,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-01-01-02-05.wav,calm,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-01-02-01-05.wav,calm,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-01-02-02-05.wav,calm,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-02-01-01-05.wav,calm,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-02-01-02-05.wav,calm,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-02-02-01-05.wav,calm,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-02-02-02-02-05.wav,calm,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-01-01-01-05.wav,happy,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-01-01-02-05.wav,happy,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-01-02-01-05.wav,happy,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-01-02-02-05.wav,happy,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-02-01-01-05.wav,happy,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-02-01-02-05.wav,happy,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-02-02-01-05.wav,happy,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-03-02-02-02-05.wav,happy,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-01-01-01-05.wav,sad,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-01-01-02-05.wav,sad,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-01-02-01-05.wav,sad,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-01-02-02-05.wav,sad,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-02-01-01-05.wav,sad,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-02-01-02-05.wav,sad,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-02-02-01-05.wav,sad,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-04-02-02-02-05.wav,sad,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-01-01-01-05.wav,angry,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-01-01-02-05.wav,angry,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-01-02-01-05.wav,angry,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-01-02-02-05.wav,angry,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-02-01-01-05.wav,angry,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-02-01-02-05.wav,angry,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-02-02-01-05.wav,angry,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-05-02-02-02-05.wav,angry,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-01-01-01-05.wav,fearful,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-01-01-02-05.wav,fearful,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-01-02-01-05.wav,fearful,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-01-02-02-05.wav,fearful,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-02-01-01-05.wav,fearful,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-02-01-02-05.wav,fearful,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-02-02-01-05.wav,fearful,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-06-02-02-02-05.wav,fearful,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-01-01-01-05.wav,disgust,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-01-01-02-05.wav,disgust,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-01-02-01-05.wav,disgust,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-01-02-02-05.wav,disgust,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-02-01-01-05.wav,disgust,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-02-01-02-05.wav,disgust,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-02-02-01-05.wav,disgust,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-07-02-02-02-05.wav,disgust,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-01-01-01-05.wav,surprised,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-01-01-02-05.wav,surprised,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-01-02-01-05.wav,surprised,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-01-02-02-05.wav,surprised,normal,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-02-01-01-05.wav,surprised,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-02-01-02-05.wav,surprised,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-02-02-01-05.wav,surprised,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_05\03-01-08-02-02-02-05.wav,surprised,strong,5,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-01-01-01-01-06.wav,neutral,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-01-01-01-02-06.wav,neutral,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-01-01-02-01-06.wav,neutral,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-01-01-02-02-06.wav,neutral,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-01-01-01-06.wav,calm,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-01-01-02-06.wav,calm,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-01-02-01-06.wav,calm,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-01-02-02-06.wav,calm,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-02-01-01-06.wav,calm,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-02-01-02-06.wav,calm,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-02-02-01-06.wav,calm,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-02-02-02-02-06.wav,calm,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-01-01-01-06.wav,happy,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-01-01-02-06.wav,happy,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-01-02-01-06.wav,happy,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-01-02-02-06.wav,happy,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-02-01-01-06.wav,happy,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-02-01-02-06.wav,happy,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-02-02-01-06.wav,happy,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-03-02-02-02-06.wav,happy,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-01-01-01-06.wav,sad,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-01-01-02-06.wav,sad,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-01-02-01-06.wav,sad,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-01-02-02-06.wav,sad,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-02-01-01-06.wav,sad,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-02-01-02-06.wav,sad,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-02-02-01-06.wav,sad,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-04-02-02-02-06.wav,sad,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-01-01-01-06.wav,angry,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-01-01-02-06.wav,angry,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-01-02-01-06.wav,angry,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-01-02-02-06.wav,angry,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-02-01-01-06.wav,angry,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-02-01-02-06.wav,angry,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-02-02-01-06.wav,angry,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-05-02-02-02-06.wav,angry,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-01-01-01-06.wav,fearful,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-01-01-02-06.wav,fearful,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-01-02-01-06.wav,fearful,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-01-02-02-06.wav,fearful,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-02-01-01-06.wav,fearful,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-02-01-02-06.wav,fearful,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-02-02-01-06.wav,fearful,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-06-02-02-02-06.wav,fearful,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-01-01-01-06.wav,disgust,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-01-01-02-06.wav,disgust,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-01-02-01-06.wav,disgust,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-01-02-02-06.wav,disgust,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-02-01-01-06.wav,disgust,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-02-01-02-06.wav,disgust,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-02-02-01-06.wav,disgust,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-07-02-02-02-06.wav,disgust,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-01-01-01-06.wav,surprised,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-01-01-02-06.wav,surprised,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-01-02-01-06.wav,surprised,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-01-02-02-06.wav,surprised,normal,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-02-01-01-06.wav,surprised,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-02-01-02-06.wav,surprised,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-02-02-01-06.wav,surprised,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_06\03-01-08-02-02-02-06.wav,surprised,strong,6,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-01-01-01-01-07.wav,neutral,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-01-01-01-02-07.wav,neutral,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-01-01-02-01-07.wav,neutral,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-01-01-02-02-07.wav,neutral,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-01-01-01-07.wav,calm,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-01-01-02-07.wav,calm,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-01-02-01-07.wav,calm,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-01-02-02-07.wav,calm,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-02-01-01-07.wav,calm,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-02-01-02-07.wav,calm,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-02-02-01-07.wav,calm,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-02-02-02-02-07.wav,calm,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-01-01-01-07.wav,happy,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-01-01-02-07.wav,happy,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-01-02-01-07.wav,happy,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-01-02-02-07.wav,happy,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-02-01-01-07.wav,happy,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-02-01-02-07.wav,happy,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-02-02-01-07.wav,happy,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-03-02-02-02-07.wav,happy,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-01-01-01-07.wav,sad,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-01-01-02-07.wav,sad,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-01-02-01-07.wav,sad,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-01-02-02-07.wav,sad,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-02-01-01-07.wav,sad,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-02-01-02-07.wav,sad,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-02-02-01-07.wav,sad,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-04-02-02-02-07.wav,sad,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-01-01-01-07.wav,angry,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-01-01-02-07.wav,angry,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-01-02-01-07.wav,angry,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-01-02-02-07.wav,angry,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-02-01-01-07.wav,angry,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-02-01-02-07.wav,angry,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-02-02-01-07.wav,angry,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-05-02-02-02-07.wav,angry,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-01-01-01-07.wav,fearful,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-01-01-02-07.wav,fearful,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-01-02-01-07.wav,fearful,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-01-02-02-07.wav,fearful,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-02-01-01-07.wav,fearful,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-02-01-02-07.wav,fearful,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-02-02-01-07.wav,fearful,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-06-02-02-02-07.wav,fearful,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-01-01-01-07.wav,disgust,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-01-01-02-07.wav,disgust,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-01-02-01-07.wav,disgust,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-01-02-02-07.wav,disgust,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-02-01-01-07.wav,disgust,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-02-01-02-07.wav,disgust,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-02-02-01-07.wav,disgust,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-07-02-02-02-07.wav,disgust,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-01-01-01-07.wav,surprised,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-01-01-02-07.wav,surprised,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-01-02-01-07.wav,surprised,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-01-02-02-07.wav,surprised,normal,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-02-01-01-07.wav,surprised,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-02-01-02-07.wav,surprised,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-02-02-01-07.wav,surprised,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_07\03-01-08-02-02-02-07.wav,surprised,strong,7,male
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-01-01-01-01-08.wav,neutral,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-01-01-01-02-08.wav,neutral,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-01-01-02-01-08.wav,neutral,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-01-01-02-02-08.wav,neutral,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-01-01-01-08.wav,calm,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-01-01-02-08.wav,calm,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-01-02-01-08.wav,calm,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-01-02-02-08.wav,calm,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-02-01-01-08.wav,calm,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-02-01-02-08.wav,calm,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-02-02-01-08.wav,calm,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-02-02-02-02-08.wav,calm,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-01-01-01-08.wav,happy,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-01-01-02-08.wav,happy,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-01-02-01-08.wav,happy,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-01-02-02-08.wav,happy,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-02-01-01-08.wav,happy,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-02-01-02-08.wav,happy,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-02-02-01-08.wav,happy,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-03-02-02-02-08.wav,happy,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-01-01-01-08.wav,sad,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-01-01-02-08.wav,sad,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-01-02-01-08.wav,sad,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-01-02-02-08.wav,sad,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-02-01-01-08.wav,sad,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-02-01-02-08.wav,sad,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-02-02-01-08.wav,sad,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-04-02-02-02-08.wav,sad,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-01-01-01-08.wav,angry,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-01-01-02-08.wav,angry,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-01-02-01-08.wav,angry,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-01-02-02-08.wav,angry,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-02-01-01-08.wav,angry,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-02-01-02-08.wav,angry,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-02-02-01-08.wav,angry,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-05-02-02-02-08.wav,angry,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-01-01-01-08.wav,fearful,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-01-01-02-08.wav,fearful,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-01-02-01-08.wav,fearful,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-01-02-02-08.wav,fearful,normal,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-02-01-01-08.wav,fearful,strong,8,female
D:\ML PROJECTS\Emotion Detection from Voice\archive\Actor_08\03-01-06-02-01-02-08.wav,fearful,strong,8,female
